filename,category
4-188033-A-38.wav,clock_tick
4-191327-A-38.wav,clock_tick
4-194711-A-38.wav,clock_tick
4-198965-A-38.wav,clock_tick
5-201194-A-38.wav,clock_tick
5-208624-A-38.wav,clock_tick
5-209698-A-38.wav,clock_tick
5-209833-A-38.wav,clock_tick
5-210571-A-38.wav,clock_tick
5-212181-A-38.wav,clock_tick
5-219342-A-38.wav,clock_tick
5-235671-A-38.wav,clock_tick
1-12653-A-15.wav,water_drops
1-12654-A-15.wav,water_drops
1-12654-B-15.wav,water_drops
1-16746-A-15.wav,water_drops
1-23094-A-15.wav,water_drops
1-23094-B-15.wav,water_drops
1-50623-A-15.wav,water_drops
1-90797-A-15.wav,water_drops
2-124564-A-15.wav,water_drops
2-139748-A-15.wav,water_drops
2-139748-B-15.wav,water_drops
2-139749-A-15.wav,water_drops
2-64962-A-15.wav,water_drops
2-64963-A-15.wav,water_drops
2-68595-A-15.wav,water_drops
2-68595-B-15.wav,water_drops
3-156907-A-15.wav,water_drops
3-160119-A-15.wav,water_drops
3-164592-A-15.wav,water_drops
3-164593-A-15.wav,water_drops
3-164594-A-15.wav,water_drops
3-164595-A-15.wav,water_drops
3-166324-A-15.wav,water_drops
3-166326-A-15.wav,water_drops
4-168155-A-15.wav,water_drops
4-174797-A-15.wav,water_drops
4-188293-A-15.wav,water_drops
4-188293-B-15.wav,water_drops
4-197871-A-15.wav,water_drops
4-212604-A-15.wav,water_drops
4-212604-B-15.wav,water_drops
4-212604-C-15.wav,water_drops
5-241846-A-15.wav,water_drops
5-254832-A-15.wav,water_drops
5-254832-B-15.wav,water_drops
5-257349-A-15.wav,water_drops
5-259180-A-15.wav,water_drops
5-261433-A-15.wav,water_drops
5-261439-A-15.wav,water_drops
5-262641-A-15.wav,water_drops
1-17295-A-29.wav,drinking_sipping
1-32579-A-29.wav,drinking_sipping
1-37226-A-29.wav,drinking_sipping
1-56270-A-29.wav,drinking_sipping
1-67230-A-29.wav,drinking_sipping
1-79146-A-29.wav,drinking_sipping
1-85909-A-29.wav,drinking_sipping
1-87565-A-29.wav,drinking_sipping
2-102581-A-29.wav,drinking_sipping
2-102581-B-29.wav,drinking_sipping
2-121978-A-29.wav,drinking_sipping
2-122763-A-29.wav,drinking_sipping
2-122763-B-29.wav,drinking_sipping
2-126756-A-29.wav,drinking_sipping
2-92978-A-29.wav,drinking_sipping
2-94807-A-29.wav,drinking_sipping
3-133977-A-29.wav,drinking_sipping
3-140323-A-29.wav,drinking_sipping
3-144253-A-29.wav,drinking_sipping
3-144259-A-29.wav,drinking_sipping
3-145387-A-29.wav,drinking_sipping
3-169907-A-29.wav,drinking_sipping
3-174866-A-29.wav,drinking_sipping
3-185456-A-29.wav,drinking_sipping
4-188191-A-29.wav,drinking_sipping
4-188191-B-29.wav,drinking_sipping
4-188191-C-29.wav,drinking_sipping
4-188595-A-29.wav,drinking_sipping
4-194808-A-29.wav,drinking_sipping
4-204202-A-29.wav,drinking_sipping
4-210593-A-29.wav,drinking_sipping
4-213193-A-29.wav,drinking_sipping
5-204114-A-29.wav,drinking_sipping
5-207836-A-29.wav,drinking_sipping
5-207836-B-29.wav,drinking_sipping
5-207836-C-29.wav,drinking_sipping
5-207836-D-29.wav,drinking_sipping
5-243036-A-29.wav,drinking_sipping
5-243635-A-29.wav,drinking_sipping
5-259640-A-29.wav,drinking_sipping
CopyMachine_1.wav,copy_machine
CopyMachine_2.wav,copy_machine
music-fma-0000.wav,music
music-fma-0001.wav,music
music-fma-0002.wav,music
music-fma-0003.wav,music
music-fma-0004.wav,music
music-fma-0005.wav,music
music-fma-0006.wav,music
music-fma-0007.wav,music
music-fma-0008.wav,music
music-fma-0009.wav,music
music-fma-0010.wav,music
music-fma-0011.wav,music
music-fma-0012.wav,music
music-fma-0013.wav,music
music-fma-0014.wav,music
music-fma-0015.wav,music
music-fma-0016.wav,music
music-fma-0017.wav,music
music-fma-0018.wav,music
music-fma-0019.wav,music
music-fma-0020.wav,music
music-fma-0021.wav,music
music-fma-0022.wav,music
music-fma-0023.wav,music
music-fma-0024.wav,music
music-fma-0025.wav,music
music-fma-0026.wav,music
music-fma-0027.wav,music
music-fma-0028.wav,music
music-fma-0029.wav,music
music-fma-0030.wav,music
music-fma-0031.wav,music
music-fma-0032.wav,music
music-fma-0033.wav,music
music-fma-0034.wav,music
music-fma-0035.wav,music
music-fma-0036.wav,music
music-fma-0037.wav,music
music-fma-0038.wav,music
music-fma-0039.wav,music
